iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8379293189329258,2.6973492538227752,0.12683823529411764,73.85286784172058,False,,,1,575cbf2a,948d9cbe917b41a995ad1c7faaeef4b6,2023-02-13_13-59-58,1676296798,73.85286784172058,42844,ML-RefVm-847530,10.0.0.13,73.85286784172058,0,1,0.0054895877838134766
0,2.9348037944120517,2.8973285170162426,0.08409926470588236,80.98303008079529,False,0,0,1,575cbf2a,948d9cbe917b41a995ad1c7faaeef4b6,2023-02-13_14-07-05,1676297225,154.83589792251587,49788,ML-RefVm-847530,10.0.0.13,80.98303008079529,0,1,0.015583515167236328
1,2.556024855258418,2.3453652297749237,0.19439338235294118,72.91109943389893,False,0,0,2,575cbf2a,948d9cbe917b41a995ad1c7faaeef4b6,2023-02-13_14-08-18,1676297298,227.7469973564148,49788,ML-RefVm-847530,10.0.0.13,153.8941295146942,0,2,0.015583515167236328
2,1.8169927807415234,1.5219094472772934,0.5716911764705882,71.56435322761536,False,0,0,3,575cbf2a,948d9cbe917b41a995ad1c7faaeef4b6,2023-02-13_14-09-30,1676297370,299.31135058403015,49788,ML-RefVm-847530,10.0.0.13,225.45848274230957,0,3,0.015583515167236328
