iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8864517211914062,2.8442420538733986,0.09880514705882353,66.61648106575012,False,,,1,d25d005b,9fe49f3da242407db32d02667f9031ca,2023-02-13_22-27-46,1676327266,66.61648106575012,20778,ML-RefVm-847530,10.0.0.13,66.61648106575012,0,1,0.003731250762939453
0,2.8988422412498323,2.694525788812076,0.11213235294117647,81.25565361976624,False,0,0,1,d25d005b,9fe49f3da242407db32d02667f9031ca,2023-02-13_22-32-36,1676327556,147.87213468551636,25978,ML-RefVm-847530,10.0.0.13,81.25565361976624,0,1,0.012978076934814453
1,2.313958142317978,2.036524947951822,0.3272058823529412,50.91348886489868,False,0,0,2,d25d005b,9fe49f3da242407db32d02667f9031ca,2023-02-13_22-33-27,1676327607,198.78562355041504,25978,ML-RefVm-847530,10.0.0.13,132.16914248466492,0,2,0.012978076934814453
2,1.5320851311964148,1.2211224086144392,0.6176470588235294,46.80319333076477,True,0,0,3,d25d005b,9fe49f3da242407db32d02667f9031ca,2023-02-13_22-34-13,1676327653,245.5888168811798,25978,ML-RefVm-847530,10.0.0.13,178.9723358154297,0,3,0.012978076934814453
