iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.882704772201239,2.811985029893763,0.08639705882352941,43.927836179733276,False,,,1,cee83548,fad1957a94344c5e97ffc7ac6c62bb1d,2023-02-13_22-24-30,1676327070,43.927836179733276,20858,ML-RefVm-847530,10.0.0.13,43.927836179733276,0,1,0.006505489349365234
0,2.8547046137791052,2.862116953905891,0.08455882352941177,43.653499364852905,False,0,0,1,cee83548,fad1957a94344c5e97ffc7ac6c62bb1d,2023-02-13_22-28-34,1676327314,87.58133554458618,25958,ML-RefVm-847530,10.0.0.13,43.653499364852905,0,1,0.011350870132446289
1,2.250674322539685,1.7892909961588241,0.43704044117647056,43.73454761505127,False,0,0,2,cee83548,fad1957a94344c5e97ffc7ac6c62bb1d,2023-02-13_22-29-18,1676327358,131.31588315963745,25958,ML-RefVm-847530,10.0.0.13,87.38804697990417,0,2,0.011350870132446289
2,1.4803106761446185,1.7863925414926864,0.4655330882352941,43.6970751285553,False,0,0,3,cee83548,fad1957a94344c5e97ffc7ac6c62bb1d,2023-02-13_22-30-02,1676327402,175.01295828819275,25958,ML-RefVm-847530,10.0.0.13,131.08512210845947,0,3,0.011350870132446289
