iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8554333518533146,2.731968781527351,0.11580882352941177,96.77026343345642,False,,,1,ed658644,ef83ae7678b84e069f99473b17f397bd,2023-02-13_15-18-15,1676301495,96.77026343345642,84949,ML-RefVm-847530,10.0.0.13,96.77026343345642,0,1,0.0064487457275390625
0,2.859322608685961,2.919267303803388,0.08134191176470588,83.74044728279114,False,0,0,1,ed658644,ef83ae7678b84e069f99473b17f397bd,2023-02-13_15-30-48,1676302248,180.51071071624756,93482,ML-RefVm-847530,10.0.0.13,83.74044728279114,0,1,0.014428853988647461
1,2.3977741143282723,2.117255652652067,0.23345588235294118,55.825912952423096,False,0,0,2,ed658644,ef83ae7678b84e069f99473b17f397bd,2023-02-13_15-31-44,1676302304,236.33662366867065,93482,ML-RefVm-847530,10.0.0.13,139.56636023521423,0,2,0.014428853988647461
2,1.4297968873790665,1.0723211169242859,0.6544117647058824,53.683714628219604,True,0,0,3,ed658644,ef83ae7678b84e069f99473b17f397bd,2023-02-13_15-32-38,1676302358,290.02033829689026,93482,ML-RefVm-847530,10.0.0.13,193.25007486343384,0,3,0.014428853988647461
