iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8250636446709727,2.5804493988261505,0.1714154411764706,111.71314668655396,False,,,1,f36693cf,ddba64347e494093809e1393fa86374f,2023-02-13_15-11-50,1676301110,111.71314668655396,84953,ML-RefVm-847530,10.0.0.13,111.71314668655396,0,1,0.006031036376953125
0,2.859449545542399,2.94851175476523,0.06112132352941176,111.70660662651062,False,0,0,1,f36693cf,ddba64347e494093809e1393fa86374f,2023-02-13_15-20-52,1676301652,223.41975331306458,93482,ML-RefVm-847530,10.0.0.13,111.70660662651062,0,1,0.014428853988647461
1,2.3139922128004184,2.185759046498467,0.2757352941176471,109.46544051170349,False,0,0,2,f36693cf,ddba64347e494093809e1393fa86374f,2023-02-13_15-22-42,1676301762,332.88519382476807,93482,ML-RefVm-847530,10.0.0.13,221.1720471382141,0,2,0.014428853988647461
2,1.5791014374471177,1.1173487551072065,0.6714154411764706,108.01199960708618,False,0,0,3,f36693cf,ddba64347e494093809e1393fa86374f,2023-02-13_15-24-30,1676301870,440.89719343185425,93482,ML-RefVm-847530,10.0.0.13,329.1840467453003,0,3,0.014428853988647461
