iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8977252034580006,2.82725684783038,0.09926470588235294,50.44586396217346,False,,,1,202ccf85,b9199fdbde5645b5944c8f32dd41d888,2023-02-14_00-01-18,1676332878,50.44586396217346,74717,ML-RefVm-847530,10.0.0.13,50.44586396217346,0,1,0.004143476486206055
0,2.9161550998687744,2.917962579166188,0.07858455882352941,48.61043047904968,False,0,0,1,202ccf85,b9199fdbde5645b5944c8f32dd41d888,2023-02-14_00-06-18,1676333178,99.05629444122314,79876,ML-RefVm-847530,10.0.0.13,48.61043047904968,0,1,0.012654304504394531
1,2.6738715966542563,2.42152561860926,0.2182904411764706,47.670817852020264,False,0,0,2,202ccf85,b9199fdbde5645b5944c8f32dd41d888,2023-02-14_00-07-06,1676333226,146.7271122932434,79876,ML-RefVm-847530,10.0.0.13,96.28124833106995,0,2,0.012654304504394531
2,1.7859947798298854,1.4842291789896347,0.4990808823529412,49.269858837127686,False,0,0,3,202ccf85,b9199fdbde5645b5944c8f32dd41d888,2023-02-14_00-07-55,1676333275,195.9969711303711,79876,ML-RefVm-847530,10.0.0.13,145.55110716819763,0,3,0.012654304504394531
