iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8596280789842794,2.908132230534273,0.09145220588235294,143.53811049461365,False,,,1,fef7df77,ec324bdcdbaf46b38136b9a6d73ea8e8,2023-02-13_16-40-10,1676306410,143.53811049461365,139417,ML-RefVm-847530,10.0.0.13,143.53811049461365,0,1,0.004175901412963867
0,2.814555710437251,2.6989972030415252,0.0900735294117647,141.9957311153412,False,0,0,1,fef7df77,ec324bdcdbaf46b38136b9a6d73ea8e8,2023-02-13_16-48-58,1676306938,285.53384160995483,146401,ML-RefVm-847530,10.0.0.13,141.9957311153412,0,1,0.010082483291625977
1,2.227277956756891,1.8632168489343979,0.40579044117647056,95.25338459014893,False,0,0,2,fef7df77,ec324bdcdbaf46b38136b9a6d73ea8e8,2023-02-13_16-50-33,1676307033,380.78722620010376,146401,ML-RefVm-847530,10.0.0.13,237.2491157054901,0,2,0.010082483291625977
2,1.331784658572253,1.189503831021926,0.6778492647058824,78.80499935150146,True,0,0,3,fef7df77,ec324bdcdbaf46b38136b9a6d73ea8e8,2023-02-13_16-51-52,1676307112,459.5922255516052,146401,ML-RefVm-847530,10.0.0.13,316.0541150569916,0,3,0.010082483291625977
