iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.839564155129825,2.796710771672866,0.08777573529411764,64.43415641784668,False,,,1,c0b0f9ed,b9199fdbde5645b5944c8f32dd41d888,2023-02-14_00-02-23,1676332943,64.43415641784668,74717,ML-RefVm-847530,10.0.0.13,64.43415641784668,0,1,0.004143476486206055
0,2.9233074515473607,2.904770149904139,0.10477941176470588,64.69693183898926,False,0,0,1,c0b0f9ed,b9199fdbde5645b5944c8f32dd41d888,2023-02-14_00-06-35,1676333195,129.13108825683594,79893,ML-RefVm-847530,10.0.0.13,64.69693183898926,0,1,0.009025335311889648
1,2.523430721432555,2.197517984053668,0.2624080882352941,65.1054425239563,False,0,0,2,c0b0f9ed,b9199fdbde5645b5944c8f32dd41d888,2023-02-14_00-07-41,1676333261,194.23653078079224,79893,ML-RefVm-847530,10.0.0.13,129.80237436294556,0,2,0.009025335311889648
2,1.6089871794569726,1.3732788071912878,0.6056985294117647,66.44249701499939,False,0,0,3,c0b0f9ed,b9199fdbde5645b5944c8f32dd41d888,2023-02-14_00-08-47,1676333327,260.6790277957916,79893,ML-RefVm-847530,10.0.0.13,196.24487137794495,0,3,0.009025335311889648
