iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.8673897864771822,2.6464658484739414,0.10983455882352941,38.698055267333984,False,,,1,47f74d04,ec324bdcdbaf46b38136b9a6d73ea8e8,2023-02-13_16-34-43,1676306083,38.698055267333984,139417,ML-RefVm-847530,10.0.0.13,38.698055267333984,0,1,0.004175901412963867
0,2.8961999089110133,3.028319148456349,0.0822610294117647,37.48553729057312,False,0,0,1,47f74d04,ec324bdcdbaf46b38136b9a6d73ea8e8,2023-02-13_16-41-11,1676306471,76.1835925579071,146401,ML-RefVm-847530,10.0.0.13,37.48553729057312,0,1,0.010082483291625977
1,2.555368979771932,2.3447529989130356,0.16819852941176472,32.806888818740845,False,0,0,2,47f74d04,ec324bdcdbaf46b38136b9a6d73ea8e8,2023-02-13_16-41-44,1676306504,108.99048137664795,146401,ML-RefVm-847530,10.0.0.13,70.29242610931396,0,2,0.010082483291625977
2,1.9525010211794984,1.6116694071713615,0.4650735294117647,32.75841760635376,False,0,0,3,47f74d04,ec324bdcdbaf46b38136b9a6d73ea8e8,2023-02-13_16-42-16,1676306536,141.7488989830017,146401,ML-RefVm-847530,10.0.0.13,103.05084371566772,0,3,0.010082483291625977
