iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.886697147406784,2.857411356533275,0.09375,126.87834048271179,False,,,1,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-35-05,1676306105,126.87834048271179,139525,ML-RefVm-847530,10.0.0.13,126.87834048271179,0,1,0.006905794143676758
0,2.919079729154998,2.9408531890195957,0.08777573529411764,120.22557234764099,False,0,0,1,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-42-33,1676306553,247.10391283035278,146399,ML-RefVm-847530,10.0.0.13,120.22557234764099,0,1,0.015291213989257812
1,2.520986902947519,2.1491435836343205,0.2536764705882353,117.67935991287231,False,0,0,2,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-44-31,1676306671,364.7832727432251,146399,ML-RefVm-847530,10.0.0.13,237.9049322605133,0,2,0.015291213989257812
2,1.4802587125815598,1.0573844909667969,0.6695772058823529,119.76451706886292,False,0,0,3,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-46-31,1676306791,484.547789812088,146399,ML-RefVm-847530,10.0.0.13,357.6694493293762,0,3,0.015291213989257812
0,2.976742613549326,3.066512009676765,0.07996323529411764,93.22377943992615,False,0,0,1,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-53-25,1676307205,577.7715692520142,146399,ML-RefVm-847530,10.0.0.13,93.22377943992615,0,1,0.015291213989257812
1,2.6755174515294096,2.1445202476838054,0.27849264705882354,96.64374446868896,False,0,0,2,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-55-02,1676307302,674.4153137207031,146399,ML-RefVm-847530,10.0.0.13,189.8675239086151,0,2,0.015291213989257812
2,1.602983694450528,1.3757683038711548,0.5537683823529411,100.85462784767151,False,0,0,3,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-56-42,1676307402,775.2699415683746,146399,ML-RefVm-847530,10.0.0.13,290.7221517562866,0,3,0.015291213989257812
3,0.8095886485249388,0.7765082401387832,0.7771139705882353,84.48664474487305,False,0,0,4,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-58-07,1676307487,859.7565863132477,146399,ML-RefVm-847530,10.0.0.13,375.20879650115967,0,4,0.015291213989257812
4,0.32760069417018517,0.37810399953056784,0.8924632352941176,86.51046705245972,False,0,0,5,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_16-59-33,1676307573,946.2670533657074,146399,ML-RefVm-847530,10.0.0.13,461.7192635536194,0,5,0.015291213989257812
5,0.13851045276604446,0.3767903499743518,0.8998161764705882,95.94274878501892,False,0,0,6,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-01-09,1676307669,1042.2098021507263,146399,ML-RefVm-847530,10.0.0.13,557.6620123386383,0,6,0.015291213989257812
6,0.09538115604835398,0.2084563860998434,0.9397977941176471,83.93943500518799,False,0,0,7,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-02-33,1676307753,1126.1492371559143,146399,ML-RefVm-847530,10.0.0.13,641.6014473438263,0,7,0.015291213989257812
7,0.05765465829594463,0.21111106697250814,0.9439338235294118,64.81349444389343,False,0,0,8,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-03-38,1676307818,1190.9627315998077,146399,ML-RefVm-847530,10.0.0.13,706.4149417877197,0,8,0.015291213989257812
8,0.04112201852395254,0.18460728710188584,0.9535845588235294,75.55242943763733,False,0,0,9,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-04-54,1676307894,1266.515161037445,146399,ML-RefVm-847530,10.0.0.13,781.967371225357,0,9,0.015291213989257812
0,2.883481460459092,2.9262439643635467,0.12867647058823528,63.011826276779175,False,0,0,1,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-06-47,1676308007,1329.5269873142242,146399,ML-RefVm-847530,10.0.0.13,63.011826276779175,0,1,0.015291213989257812
1,2.1613885327881457,1.6444160587647383,0.4577205882352941,61.983179330825806,False,0,0,2,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-07-49,1676308069,1391.51016664505,146399,ML-RefVm-847530,10.0.0.13,124.99500560760498,0,2,0.015291213989257812
2,1.0424251474586188,0.8259922791929806,0.7504595588235294,62.8700807094574,False,0,0,3,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-08-52,1676308132,1454.3802473545074,146399,ML-RefVm-847530,10.0.0.13,187.86508631706238,0,3,0.015291213989257812
3,0.46316538780343297,0.5227924445096184,0.8488051470588235,63.43276357650757,False,0,0,4,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-09-55,1676308195,1517.813010931015,146399,ML-RefVm-847530,10.0.0.13,251.29784989356995,0,4,0.015291213989257812
4,0.20252728769007852,0.3215716358493356,0.9076286764705882,64.82752442359924,False,0,0,5,9db0da9d,08ba8ff4edd34ecb9e970e5f27f380e7,2023-02-13_17-11-00,1676308260,1582.6405353546143,146399,ML-RefVm-847530,10.0.0.13,316.1253743171692,0,5,0.015291213989257812
