iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.898581158881094,2.9241317720974194,0.08685661764705882,42.742653369903564,False,,,1,1627f680,fad1957a94344c5e97ffc7ac6c62bb1d,2023-02-13_22-27-13,1676327233,42.742653369903564,20858,ML-RefVm-847530,10.0.0.13,42.742653369903564,0,1,0.006505489349365234
