iterations,train_loss,test_loss,Accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0,2.846610013176413,2.730737531886381,0.09604779411764706,69.00665664672852,False,,,1,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-04-12,1676333052,69.00665664672852,74715,ML-RefVm-847530,10.0.0.13,69.00665664672852,0,1,0.006652116775512695
0,2.8954818996728635,2.8178947252385758,0.12408088235294118,73.54328727722168,False,0,0,1,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-10-01,1676333401,142.5499439239502,79893,ML-RefVm-847530,10.0.0.13,73.54328727722168,0,1,0.009025335311889648
1,2.2410953816245582,1.6747446901658003,0.4797794117647059,69.6476833820343,False,0,0,2,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-11-10,1676333470,212.1976273059845,79893,ML-RefVm-847530,10.0.0.13,143.19097065925598,0,2,0.009025335311889648
2,1.1215629250395531,0.8194784837610581,0.7775735294117647,69.61151337623596,False,0,0,3,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-12-20,1676333540,281.80914068222046,79893,ML-RefVm-847530,10.0.0.13,212.80248403549194,0,3,0.009025335311889648
0,2.9202007499395632,2.988845109939575,0.07536764705882353,56.78133726119995,False,0,0,1,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-15-50,1676333750,338.5904779434204,79876,ML-RefVm-847530,10.0.0.13,56.78133726119995,0,1,0.012654304504394531
1,2.5551572173249486,2.4286641513600067,0.27619485294117646,54.83791375160217,False,0,0,2,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-16-45,1676333805,393.4283916950226,79876,ML-RefVm-847530,10.0.0.13,111.61925101280212,0,2,0.012654304504394531
2,1.4980180777755439,1.099795804304235,0.6631433823529411,54.18907809257507,False,0,0,3,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-17-40,1676333860,447.61746978759766,79876,ML-RefVm-847530,10.0.0.13,165.8083291053772,0,3,0.012654304504394531
3,0.5537828779688069,0.6502490306601805,0.8442095588235294,51.53479218482971,False,0,0,4,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-18-31,1676333911,499.15226197242737,79876,ML-RefVm-847530,10.0.0.13,217.3431212902069,0,4,0.012654304504394531
4,0.29692205114691866,0.4295472485177657,0.8887867647058824,53.031535625457764,False,0,0,5,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-19-24,1676333964,552.1837975978851,79876,ML-RefVm-847530,10.0.0.13,270.3746569156647,0,5,0.012654304504394531
5,0.1686066133426685,0.4228403787402546,0.8915441176470589,57.68413972854614,False,0,0,6,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-20-22,1676334022,609.8679373264313,79876,ML-RefVm-847530,10.0.0.13,328.0587966442108,0,6,0.012654304504394531
6,0.13291081742328756,1.283237387152279,0.6870404411764706,43.5367329120636,False,0,0,7,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-21-05,1676334065,653.4046702384949,79876,ML-RefVm-847530,10.0.0.13,371.5955295562744,0,7,0.012654304504394531
7,0.14374679549798078,0.30529140023624196,0.9200367647058824,38.72240090370178,False,0,0,8,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-21-44,1676334104,692.1270711421967,79876,ML-RefVm-847530,10.0.0.13,410.3179304599762,0,8,0.012654304504394531
8,0.04308045239132993,0.2744759943555383,0.9315257352941176,38.12478280067444,False,0,0,9,4effe668,a269ca2970874da08c267d6c17604c91,2023-02-14_00-22-22,1676334142,730.2518539428711,79876,ML-RefVm-847530,10.0.0.13,448.44271326065063,0,9,0.012654304504394531
